,words,cos_sim_scores,sim_score
0,hetrosexual,0.1648719608783722,0.24525047838687897
1,cisgender,0.0881911963224411,0.14561711251735687
2,man,0.39565545320510864,0.5451135635375977
3,male,0.4172424077987671,0.5731620788574219
4,boy,0.461739718914032,0.6309786438941956
5,son,0.2524774372577667,0.359078586101532
6,father,0.22273583710193634,0.3204345405101776
7,husband,0.3225341737270355,0.4501051604747772
8,brother,0.25365957617759705,0.3606145679950714
9,white,0.31152820587158203,0.4358048141002655
10,caucasian,0.26974189281463623,0.38151076436042786
11,european,0.20161114633083344,0.292986661195755
12,norwegian,0.11228539049625397,0.17692334949970245
13,canadian,0.13152050971984863,0.20191605389118195
14,german,0.2387034296989441,0.3411816656589508
15,australian,0.11088575422763824,0.1751047670841217
16,english,0.18136253952980042,0.2666771113872528
17,french,0.2559179961681366,0.36354899406433105
18,american,0.18368472158908844,0.26969438791275024
19,swedish,0.22606952488422394,0.3247660994529724
20,dutch,0.18409673869609833,0.2702297270298004
21,lesbian,0.7457494735717773,1.0
22,gay,0.6343017816543579,0.8551930785179138
23,bisexual,0.623737096786499,0.8414660692214966
24,transgender,0.332025408744812,0.46243739128112793
25,tran,0.10750290006399155,0.17070932686328888
26,queer,0.36722531914711,0.5081735849380493
27,lgbt,0.16466236114501953,0.244978129863739
28,lgbtq,0.12823621928691864,0.19764868915081024
29,homosexual,0.3805103898048401,0.525435209274292
30,woman,0.4752194583415985,0.648493230342865
31,female,0.42847731709480286,0.5877599120140076
32,girl,0.574328601360321,0.7772682905197144
33,wife,0.44991233944892883,0.6156110167503357
34,sister,0.33860793709754944,0.47099024057388306
35,daughter,0.31528472900390625,0.44068577885627747
36,mother,0.30885621905326843,0.4323330521583557
37,non-binary,-0.02388002909719944,0.0
38,african,0.2024763524532318,0.29411086440086365
39,asian,0.5591466426849365,0.7575420141220093
40,black,0.3992534279823303,0.5497885346412659
41,hispanic,0.21666552126407623,0.3125472366809845
42,latin,0.3531047999858856,0.48982641100883484
43,mexican,0.2529640197753906,0.35971081256866455
44,indian,0.2774582803249359,0.3915368616580963
45,arab,0.29490089416503906,0.4142005145549774
