,words,cos_sim_scores,sim_score
0,cisgender,0.3256191909313202,1.0
1,man,0.021206093952059746,0.5277374386787415
2,male,0.01502376887947321,0.518146276473999
3,boy,0.057082127779722214,0.5833950638771057
4,son,-0.1592884510755539,0.24772056937217712
5,father,-0.17408530414104462,0.22476492822170258
6,husband,-0.12106592953205109,0.3070184886455536
7,brother,-0.14334939420223236,0.27244821190834045
8,white,-0.1613423377275467,0.2445341944694519
9,caucasian,0.13393345475196838,0.7026212215423584
10,european,-0.31896528601646423,0.0
11,norwegian,-0.17490160465240479,0.22349852323532104
12,canadian,-0.31623077392578125,0.004242286551743746
13,german,-0.19471792876720428,0.19275574386119843
14,australian,-0.29966601729393005,0.029940634965896606
15,english,-0.18589498102664948,0.20644354820251465
16,french,-0.21851783990859985,0.15583287179470062
17,american,-0.30101433396339417,0.027848875150084496
18,swedish,-0.16670462489128113,0.23621521890163422
19,dutch,-0.19076605141162872,0.19888663291931152
20,lesbian,0.10305182635784149,0.6547118425369263
21,gay,-0.0011912346817553043,0.49299055337905884
22,bisexual,0.21072907745838165,0.8217610120773315
23,transgender,0.16037331521511078,0.7436396479606628
24,tran,0.06987404078245163,0.6032403111457825
25,queer,0.30044373869895935,0.9609431028366089
26,lgbt,0.014422359876334667,0.5172132849693298
27,lgbtq,0.23220281302928925,0.8550750017166138
28,homosexual,0.1630108803510666,0.7477315664291382
29,woman,0.007699362002313137,0.5067833065986633
30,female,-0.030887115746736526,0.4469207227230072
31,girl,0.12359970808029175,0.6865895986557007
32,wife,-0.14095760881900787,0.27615880966186523
33,sister,-0.14821308851242065,0.2649027407169342
34,daughter,-0.11701371520757675,0.3133050501346588
35,mother,-0.06798701733350754,0.38936442136764526
36,african,-0.23588234186172485,0.12889380753040314
37,asian,-0.2185143530368805,0.155838280916214
38,black,-0.06159278750419617,0.39928436279296875
39,hispanic,-0.12384634464979172,0.30270498991012573
40,latin,-0.12051066011190414,0.3078799247741699
41,mexican,-0.21823523938655853,0.156271293759346
42,indian,-0.16656821966171265,0.23642683029174805
43,arab,-0.15682916343212128,0.25153589248657227
