,words,cos_sim_scores,sim_score
0,cisgender,0.30172300338745117,1.0
1,man,-0.03244631737470627,0.3946601152420044
2,male,-0.024888331070542336,0.40835124254226685
3,boy,-0.030220704153180122,0.3986917734146118
4,son,-0.250312864780426,0.0
5,father,-0.24490343034267426,0.009799063205718994
6,husband,-0.19925858080387115,0.09248363226652145
7,brother,-0.20463533699512482,0.08274377137422562
8,white,-0.02308531478047371,0.41161736845970154
9,caucasian,0.07587498426437378,0.5908816456794739
10,european,-0.17197684943675995,0.1419038474559784
11,norwegian,-0.03890436515212059,0.3829615116119385
12,canadian,-0.1022028848528862,0.2682977318763733
13,german,-0.10503092408180237,0.263174831867218
14,australian,-0.06762512028217316,0.3309345543384552
15,english,-0.026737798005342484,0.4050009846687317
16,french,-0.11327625811100006,0.24823859333992004
17,american,-0.134945809841156,0.20898470282554626
18,swedish,-0.06722196191549301,0.3316648602485657
19,dutch,-0.03905376419425011,0.3826908767223358
20,lesbian,0.06095757335424423,0.5638591051101685
21,gay,0.005949485581368208,0.4642132520675659
22,bisexual,0.11530852317810059,0.6623145341873169
23,transgender,0.07690109312534332,0.5927403569221497
24,tran,-0.021739961579442024,0.4140544533729553
25,queer,0.20038500428199768,0.8164286017417908
26,lgbt,0.00606067618355155,0.46441465616226196
27,lgbtq,0.12329795211553574,0.6767871975898743
28,homosexual,0.1612803041934967,0.7455913424491882
29,woman,-0.05028849095106125,0.36233943700790405
30,female,-0.06331770867109299,0.3387373089790344
31,girl,0.003929247613996267,0.4605536162853241
32,wife,-0.2334623783826828,0.03052425943315029
33,sister,-0.22612057626247406,0.043823763728141785
34,daughter,-0.2004588097333908,0.09030944854021072
35,mother,-0.1700432449579239,0.14540652930736542
36,african,-0.08181661367416382,0.30522701144218445
37,asian,-0.060099076479673386,0.34456780552864075
38,black,0.041862986981868744,0.5292696952819824
39,hispanic,-0.021800478920340538,0.4139448404312134
40,latin,-0.010844430886209011,0.43379145860671997
41,mexican,-0.1444551944732666,0.1917586773633957
42,indian,-0.08991824835538864,0.2905510663986206
43,arab,-0.07960458099842072,0.30923405289649963
