,words,cos_sim_scores,sim_score
0,hetrosexual,0.1040208488702774,0.3633166551589966
1,cisgender,0.29011350870132446,0.6684397459030151
2,man,0.4342031478881836,0.9046934247016907
3,male,0.3794211745262146,0.8148712515830994
4,boy,0.48696082830429077,0.9911965131759644
5,son,0.4283660352230072,0.895122766494751
6,father,0.35279664397239685,0.771216869354248
7,husband,0.49233001470565796,1.0
8,brother,0.32281291484832764,0.722054660320282
9,white,0.08991749584674835,0.34019237756729126
10,caucasian,0.12680062651634216,0.4006670415401459
11,european,-0.10523668676614761,0.02021169662475586
12,norwegian,0.10781479626893997,0.3695372939109802
13,canadian,0.05832868069410324,0.2883983850479126
14,german,-0.06707833707332611,0.08277726918458939
15,australian,0.024001171812415123,0.23211397230625153
16,english,0.04544733092188835,0.26727771759033203
17,french,-0.045910824090242386,0.11748415976762772
18,american,-0.11756367236375809,0.0
19,swedish,0.08560175448656082,0.3331161439418793
20,dutch,-0.0028235388454049826,0.18813136219978333
