,words,cos_sim_scores,sim_score
0,brother,0.3575962483882904,0.5284510850906372
1,sister,0.3983542323112488,0.6470580101013184
2,son,0.1759997457265854,0.0
3,daughter,0.4548703134059906,0.8115214705467224
4,wife,0.5196389555931091,1.0
5,husband,0.42582082748413086,0.7269865870475769
6,mother,0.4258407950401306,0.7270447015762329
7,father,0.34295982122421265,0.48585864901542664
