,words,sim_score
0,time,0.3415154814720154
1,year,0.0
2,people,0.5000272393226624
3,day,0.3166009783744812
4,child,0.5639390349388123
5,work,0.2889457643032074
6,life,0.5439389944076538
7,thing,1.0
8,world,0.4389505982398987
9,way,0.5785560011863708
10,back,0.5604588389396667
