,words,cos_sim_scores,sim_score
0,cisgender,0.3728373050689697,0.9857035279273987
1,man,-0.020251013338565826,0.35195034742355347
2,male,0.11235786974430084,0.565747857093811
3,boy,-0.0051051476038992405,0.3763691484928131
4,son,-0.2385498434305191,0.0
5,father,-0.23214887082576752,0.010319911874830723
6,husband,-0.11935002356767654,0.1921788603067398
7,brother,-0.21049612760543823,0.04522935673594475
8,white,-0.01259024627506733,0.3643013834953308
9,caucasian,0.08617212623357773,0.523530125617981
10,european,-0.14676497876644135,0.14797934889793396
11,norwegian,-0.05362074449658394,0.29815033078193665
12,canadian,-0.05881970003247261,0.28976836800575256
13,german,-0.09067881852388382,0.23840375244617462
14,australian,-0.01958901807665825,0.353017657995224
15,english,-0.032733917236328125,0.33182492852211
16,french,-0.10041074454784393,0.22271354496479034
17,american,-0.08254052698612213,0.2515246570110321
18,swedish,-0.07495490461587906,0.2637544870376587
19,dutch,-0.0492340587079525,0.3052227199077606
20,lesbian,0.22520744800567627,0.7476885914802551
21,gay,0.16637022793293,0.6528288125991821
22,bisexual,0.22297251224517822,0.7440853714942932
23,transgender,0.20791374146938324,0.719806969165802
24,tran,-0.09063289314508438,0.23847779631614685
25,queer,0.2565876245498657,0.7982810139656067
26,lgbt,0.1282421499490738,0.5913571715354919
27,lgbtq,0.17722468078136444,0.6703288555145264
28,homosexual,0.38170474767684937,1.0
29,woman,0.02362016774713993,0.4226813018321991
30,female,0.08453287184238434,0.5208872556686401
31,girl,0.050395287573337555,0.46584925055503845
32,wife,-0.1780281513929367,0.09757556766271591
33,sister,-0.18540479242801666,0.08568264544010162
34,daughter,-0.16115547716617584,0.1247783899307251
35,mother,-0.14627431333065033,0.14877040684223175
36,african,-0.06278298050165176,0.28337857127189636
37,asian,-0.022384488955140114,0.3485106825828552
38,black,0.056398000568151474,0.4755270481109619
39,hispanic,0.014458567835390568,0.40791061520576477
40,latin,0.04124380648136139,0.4510948657989502
41,mexican,-0.07247744500637054,0.26774877309799194
42,indian,-0.06873837858438492,0.273777037858963
43,arab,-0.0894969254732132,0.24030925333499908
