,ethnicity_word,w2v_sim,w2v_un_normalized_sim,glove_wk_sim,glove_wk_un_normalized_sim,glove_twitter_sim,glove_twitter_un_normalized_sim,ud_sim,ud_sim_un_normalized,chan_sim,chan_sim_un_normalized,glove_cc_sim,glove_cc_un_normalized_sim,glove_cc_large_sim,glove_cc_large_un_normalized_sim,FastText_CC_sim,FastText_CC_un_normalized_sim,FastText_CC_subwords_sim,FastText_CC_subwords_sim_un_normalized,FastText_wiki_sim,FastText_wiki_sim_un_normalized,FastText_wiki_subwords_sim,FastText_wiki_subwords_un_normalized_sim,SSWE_sim,SSWE_un_normalized_sim,Debias_w2v_sim,Debias_w2v_un_normalized_sim,P_DESIP_sim,P_DESIP_sim_un_normalized,U_DESIP_sim,U_DESIP_sim_un_normalized
0,hetrosexual,1.0,0.5265253782272339,0.0,0.0,0.0,0.0,0.2820402979850769,0.3171908855438232,0.2830603718757629,0.0377796553075313,0.3221881985664367,0.1523914635181427,0.6637185215950012,0.3812435865402221,0.7886332869529724,0.4420696496963501,0.4083074629306793,0.4236133098602295,0.8039929270744324,0.5653693079948425,0.7589805722236633,0.509341835975647,0.0,0.0,1.0,0.5216754078865051,0.0,0.0,0.0,0.0
1,cisgender,0.0,0.0,1.0,0.3256191909313202,0.0,0.0,0.0900956019759178,0.2718613445758819,0.5174583792686462,0.1955179274082183,0.2414680868387222,0.1067188307642936,0.3809491097927093,0.2688065469264984,0.3912306427955627,0.3450224697589874,0.2067831456661224,0.3638438284397125,0.485707938671112,0.472692608833313,0.6971148252487183,0.4824682176113128,0.0,0.0,0.0,0.0,1.0,0.3017392754554748,1.0,0.3017230033874511
2,man,0.316678375005722,0.2725727558135986,0.5277374386787415,0.0212060939520597,0.7950237989425659,0.4538589715957641,0.9689031839370728,0.4794000089168548,0.7712787389755249,0.3663264811038971,0.7481803297996521,0.3934242129325866,0.3940905034542084,0.2740319371223449,0.8047635555267334,0.4460087120532989,0.9789326786994934,0.592853307723999,1.0,0.6224417090415955,1.0,0.6140373349189758,0.7266281247138977,0.3965204358100891,0.2461874932050705,0.2557109594345093,0.3943962454795837,-0.0326546244323253,0.3946601152420044,-0.0324463173747062
3,male,0.4020629823207855,0.3043054640293121,0.518146276473999,0.0150237688794732,0.3985114693641662,0.2847557365894317,0.7860154509544373,0.4362093508243561,0.5217932462692261,0.1984350830316543,0.5808084011077881,0.2987226545810699,0.2455157935619354,0.2149544656276703,0.2871822118759155,0.3196134567260742,0.577529788017273,0.4738024473190307,0.6040997505187988,0.5071653723716736,0.8052815794944763,0.5294543504714966,0.8421387076377869,0.5147830247879028,0.2650991082191467,0.2623834609985351,0.4082671701908111,-0.0249955579638481,0.4083512425422668,-0.0248883310705423
4,boy,0.3172936737537384,0.2728014290332794,0.5833950638771057,0.0570821277797222,0.8125012516975403,0.4613126814365387,0.6478832960128784,0.4035881459712982,0.9427564740180968,0.4817225039005279,0.7929976582527161,0.418782502412796,0.562290608882904,0.3409129977226257,0.6958773732185364,0.4194183051586151,0.9046151041984558,0.5708116888999939,0.9349781274795532,0.6035089492797852,0.9332484602928162,0.5850414037704468,0.5639792680740356,0.2299965023994445,0.330859363079071,0.2855853736400604,0.398567795753479,-0.0303512401878833,0.3986917734146118,-0.0302207041531801
5,son,0.0150287691503763,0.1604663729667663,0.2477205693721771,-0.1592884510755539,0.1891200840473175,0.1954552084207534,0.6287724375724792,0.3990749418735504,0.813887357711792,0.3949999809265136,0.5010607242584229,0.2536002397537231,0.0707846581935882,0.1454764753580093,0.3147267401218414,0.3263399302959442,0.5427781343460083,0.4634955525398254,0.4255532026290893,0.4551770389080047,0.600541889667511,0.4405182898044586,0.4466316699981689,0.1098531037569046,0.0082233380526304,0.1717510819435119,0.0,-0.2504268884658813,0.0,-0.250312864780426
6,father,0.0,0.15488101541996,0.2247649282217025,-0.1740853041410446,0.6166182160377502,0.3777731657028198,0.282765656709671,0.3173621892929077,0.587035596370697,0.2423399537801742,0.4205336272716522,0.208036795258522,0.0,0.1173305138945579,0.1617853790521621,0.2889910936355591,0.4790667593479156,0.4445995986461639,0.4456423223018646,0.4610264897346496,0.5949581265449524,0.4380927681922912,0.6183901429176331,0.2857036590576172,0.0500564351677894,0.1865108758211136,0.0097672007977962,-0.2450337707996368,0.0097990632057189,-0.2449034303426742
7,husband,0.1508841067552566,0.2109562456607818,0.3070184886455536,-0.121065929532051,0.6974945664405823,0.4122650325298309,0.2404907047748565,0.3073785603046417,0.7061512470245361,0.3224988877773285,0.5697441101074219,0.2924623191356659,0.1442110389471054,0.174672856926918,0.1590642780065536,0.2883265912532806,0.460024893283844,0.4389520287513733,0.3753344714641571,0.4405545890331268,0.5808168649673462,0.4319500029087066,0.4855359196662903,0.1496842205524444,0.0843880996108055,0.1986239701509475,0.0924336910247802,-0.1993881314992904,0.0924836322665214,-0.1992585808038711
8,brother,0.0714335143566131,0.1814288794994354,0.2724482119083404,-0.1433493942022323,0.7819191217422485,0.4482701122760772,0.3071892261505127,0.3231300413608551,0.6604447960853577,0.2917407155036926,0.488718181848526,0.2466166317462921,0.1742669194936752,0.1866239160299301,0.2572107017040252,0.3122943043708801,0.6229984164237976,0.4872878491878509,0.4958418905735016,0.4756433665752411,0.630214273929596,0.4534075558185577,0.6184834241867065,0.2857992351055145,0.0,0.1688496768474578,0.0827069729566574,-0.2047588974237442,0.0827437713742256,-0.2046353369951248
9,white,0.3213720917701721,0.2743171453475952,0.2445341944694519,-0.1613423377275467,0.70684415102005,0.4162524044513702,0.4667137265205383,0.3608032464981079,0.287390261888504,0.0406934395432472,0.5469673871994019,0.2795749008655548,0.1667624861001968,0.1836399435997009,0.310899943113327,0.3254054188728332,0.768817663192749,0.5305359363555908,0.5415709614753723,0.4889585375785827,0.7868761420249939,0.5214592814445496,0.8963730931282043,0.570309579372406,0.2940285503864288,0.2725905179977417,0.4299157261848449,-0.0130419796332716,0.4116173684597015,-0.0230853147804737
