,words,cos_sim_scores,sim_score
0,man,0.3965204358100891,0.7266281247138977
1,male,0.5147830247879028,0.8421387076377869
2,boy,0.22999650239944458,0.5639792680740356
3,son,0.1098531037569046,0.44663166999816895
4,father,0.2857036590576172,0.6183901429176331
5,husband,0.14968422055244446,0.4855359196662903
6,brother,0.2857992351055145,0.6184834241867065
7,white,0.570309579372406,0.8963730931282043
8,caucasian,-0.2325599491596222,0.11218676716089249
9,european,0.1430145651102066,0.47902145981788635
10,norwegian,0.13377279043197632,0.46999475359916687
11,canadian,0.32295939326286316,0.6547788381576538
12,german,0.27310892939567566,0.6060884594917297
13,australian,0.2836034893989563,0.616338849067688
14,english,0.42344930768013,0.7529304027557373
15,french,0.16883927583694458,0.5042452216148376
16,american,0.43934395909309387,0.7684551477432251
17,swedish,-0.05771781876683235,0.2829602360725403
18,dutch,-0.09017407894134521,0.2512592375278473
19,lesbian,0.6764053106307983,1.0
20,gay,0.6002134084701538,0.9255810379981995
21,bisexual,-0.24037544429302216,0.10455314069986343
22,transgender,0.1948940008878708,0.5296936631202698
23,tran,-0.20785292983055115,0.1363188475370407
24,queer,0.4905613660812378,0.8184806704521179
25,lgbt,-0.3474195599555969,0.0
26,homosexual,0.4916979670524597,0.8195908069610596
27,woman,0.31874802708625793,0.6506655812263489
28,female,0.46309852600097656,0.7916569113731384
29,girl,0.3095432221889496,0.6416748762130737
30,wife,0.23544010519981384,0.5692961812019348
31,sister,0.2480797916650772,0.5816417336463928
32,daughter,0.21074512600898743,0.5451759099960327
33,mother,0.20107918977737427,0.5357348918914795
34,african,0.600280225276947,0.9256463050842285
35,asian,0.4971790909767151,0.8249444365501404
36,black,0.3119739294052124,0.6440490484237671
37,hispanic,0.42595213651657104,0.7553749680519104
38,latin,0.022709712386131287,0.36151617765426636
39,mexican,-0.005585588980466127,0.3338793218135834
40,indian,0.23294855654239655,0.5668626427650452
41,arab,0.5091460347175598,0.8366328477859497
