,words,cos_sim_scores,sim_score
0,hetrosexual,0.1523914635181427,0.32218819856643677
1,cisgender,0.10671883076429367,0.24146808683872223
2,man,0.39342421293258667,0.7481803297996521
3,male,0.29872265458106995,0.5808084011077881
4,boy,0.418782502412796,0.7929976582527161
5,son,0.25360023975372314,0.5010607242584229
6,father,0.20803679525852203,0.4205336272716522
7,husband,0.2924623191356659,0.5697441101074219
8,brother,0.24661663174629211,0.488718181848526
9,white,0.2795749008655548,0.5469673871994019
10,caucasian,0.20365887880325317,0.412796288728714
11,european,0.11818519234657288,0.2617333233356476
12,norwegian,0.07403555512428284,0.1837048977613449
13,canadian,0.09922178089618683,0.22821809351444244
14,german,0.15987299382686615,0.3354107439517975
15,australian,0.0333203487098217,0.11174638569355011
16,english,0.13345462083816528,0.28871992230415344
17,french,0.19851399958133698,0.4037034213542938
18,american,0.1393708884716034,0.2991761267185211
19,swedish,0.15105217695236206,0.31982117891311646
20,dutch,0.1357182115316391,0.2927204966545105
21,lesbian,0.5359075665473938,1.0
22,gay,0.509789764881134,0.9538403749465942
23,bisexual,0.467113733291626,0.8784164190292358
24,transgender,0.21324533224105835,0.42973899841308594
25,tran,0.09350240975618362,0.2181098759174347
26,queer,0.352153480052948,0.6752400398254395
27,lgbt,0.07176457345485687,0.17969125509262085
28,lgbtq,0.06808919459581375,0.17319552600383759
29,homosexual,0.2965005338191986,0.5768811106681824
30,woman,0.3903079926967621,0.742672860622406
31,female,0.2996704876422882,0.5824835896492004
32,girl,0.4804913103580475,0.9020594358444214
33,wife,0.39022591710090637,0.7425277829170227
34,sister,0.30276769399642944,0.5879574418067932
35,daughter,0.2671716809272766,0.5250464081764221
36,mother,0.2949390411376953,0.5741214156150818
37,non-binary,-0.029907429590821266,0.0
38,african,0.1415475606918335,0.3030230700969696
39,asian,0.4096735119819641,0.7768987417221069
40,black,0.3306499719619751,0.6372355222702026
41,hispanic,0.16161119937896729,0.3384827971458435
42,latin,0.25985103845596313,0.5121081471443176
43,mexican,0.1963677704334259,0.39991024136543274
44,indian,0.19346033036708832,0.3947717547416687
45,arab,0.24394449591636658,0.48399555683135986
